tweet,created_at,tokens,sentiment,sentiment_prob
y all can come to me for saying this kang dedi mulyadi kang dedi mulyadi cangkemnya enteng banget bikin aturanaturan gue performative dansatau caper,Mon May 05 02:35:10 +0000 2025,"['y', 'all', 'can', 'come', 'to', 'me', 'for', 'saying', 'this', 'kang', 'dedi', 'mulyadi', 'kang', 'dedi', 'mulyadi', 'cangkemnya', 'enteng', 'banget', 'bikin', 'aturanaturan', 'gue', 'performative', 'dansatau', 'caper']",positif,"[0.8879654407501221, 0.05445517599582672, 0.057579394429922104]"
oke dedikasi balas chat kang dedi mulyadi ide musnah wa muka bumi gimana,Mon May 05 03:13:17 +0000 2025,"['oke', 'dedikasi', 'balas', 'chat', 'kang', 'dedi', 'mulyadi', 'ide', 'musnah', 'wa', 'muka', 'bumi', 'gimana']",negatif,"[3.557188028935343e-05, 0.00034623651299625635, 0.9996181726455688]"
wiihhh,Sun May 04 23:27:23 +0000 2025,['wiihhh'],negatif,"[0.0001753910764819011, 0.0020684015471488237, 0.9977561831474304]"
dedi mulyadi nyalon presiden gue pilihh,Sun May 04 17:58:18 +0000 2025,"['dedi', 'mulyadi', 'nyalon', 'presiden', 'gue', 'pilihh']",netral,"[0.00018662049842532724, 0.9753409624099731, 0.024472445249557495]"
bangun gapernah nanyain kabar kira ngerasain dipeduliin orang ya,Sun May 04 22:46:27 +0000 2025,"['bangun', 'gapernah', 'nanyain', 'kabar', 'kira', 'ngerasain', 'dipeduliin', 'orang', 'ya']",negatif,"[3.282865873188712e-05, 0.0002098169643431902, 0.9997573494911194]"
kaya kang dedi mulyadi support vasektomi beliau anak saudara deh relate hidup keluarga anak tu struggle nya ky,Sun May 04 18:33:57 +0000 2025,"['kaya', 'kang', 'dedi', 'mulyadi', 'support', 'vasektomi', 'beliau', 'anak', 'saudara', 'deh', 'relate', 'hidup', 'keluarga', 'anak', 'tu', 'struggle', 'nya', 'ky']",positif,"[0.9435837864875793, 0.04143569990992546, 0.01498048659414053]"
emakemak karawang lapor dedi mulyadi anak bina,Mon May 05 02:11:27 +0000 2025,"['emakemak', 'karawang', 'lapor', 'dedi', 'mulyadi', 'anak', 'bina']",netral,"[6.233165186131373e-05, 0.9994712471961975, 0.0004664079751819372]"
kang dedi mulyadi biji aing maha aing,Mon May 05 03:33:08 +0000 2025,"['kang', 'dedi', 'mulyadi', 'biji', 'aing', 'maha', 'aing']",positif,"[0.8801156282424927, 0.11309834569692612, 0.006786101497709751]"
gubernur jawa barat dedi mulyadi rencana tambah kategori kirim barak militer jalan bina warga masalah kelompok orang gemulai dedimulyadi militer,Mon May 05 02:56:44 +0000 2025,"['gubernur', 'jawa', 'barat', 'dedi', 'mulyadi', 'rencana', 'tambah', 'kategori', 'kirim', 'barak', 'militer', 'jalan', 'bina', 'warga', 'masalah', 'kelompok', 'orang', 'gemulai', 'dedimulyadi', 'militer']",netral,"[0.0001264866441488266, 0.9995923638343811, 0.0002811991435009986]"
kelit legal paksa vasektomi herman gubernur kerja bikin gaduh sih,Mon May 05 00:33:29 +0000 2025,"['kelit', 'legal', 'paksa', 'vasektomi', 'herman', 'gubernur', 'kerja', 'bikin', 'gaduh', 'sih']",negatif,"[3.5034750908380374e-05, 0.00011814725439762697, 0.9998468160629272]"
keren nie cc jokowi kang dedi mulyadi keritik keras bansos,Mon May 05 00:13:52 +0000 2025,"['keren', 'nie', 'cc', 'jokowi', 'kang', 'dedi', 'mulyadi', 'keritik', 'keras', 'bansos']",negatif,"[0.0030205859802663326, 0.020514387637376785, 0.9764650464057922]"
kang dedi mulyadi karna malam baeksang ayo drop prediksi menang kategori filmdrama,Mon May 05 01:47:17 +0000 2025,"['kang', 'dedi', 'mulyadi', 'karna', 'malam', 'baeksang', 'ayo', 'drop', 'prediksi', 'menang', 'kategori', 'filmdrama']",netral,"[0.006436201278120279, 0.9932367205619812, 0.00032719329465180635]"
kang dedi mulyadi cuba sebutin aktor gin drakor ya sender sih hong min gi,Mon May 05 01:57:33 +0000 2025,"['kang', 'dedi', 'mulyadi', 'cuba', 'sebutin', 'aktor', 'gin', 'drakor', 'ya', 'sender', 'sih', 'hong', 'min', 'gi']",negatif,"[5.4611049563391134e-05, 0.00605602003633976, 0.993889331817627]"
kang dedi mulyadi resident playbook ep ayo kapal turun sender dorong,Mon May 05 00:34:25 +0000 2025,"['kang', 'dedi', 'mulyadi', 'resident', 'playbook', 'ep', 'ayo', 'kapal', 'turun', 'sender', 'dorong']",netral,"[0.00013216301158536226, 0.9994367957115173, 0.0004310632066335529]"
kang dedi mulyadi halo teman teman cari new moots nge hype spring of youth besok lets hype it together,Mon May 05 02:55:07 +0000 2025,"['kang', 'dedi', 'mulyadi', 'halo', 'teman', 'teman', 'cari', 'new', 'moots', 'nge', 'hype', 'spring', 'of', 'youth', 'besok', 'lets', 'hype', 'it', 'together']",netral,"[0.0002651360409799963, 0.999550998210907, 0.00018391042249277234]"
dunyanin en buyuk kulubu besiktas dedi koca bir nesli jkli yapacagim,Sun May 04 18:38:21 +0000 2025,"['dunyanin', 'en', 'buyuk', 'kulubu', 'besiktas', 'dedi', 'koca', 'bir', 'nesli', 'jkli', 'yapacagim']",netral,"[0.025283332914114, 0.9615256190299988, 0.01319106575101614]"
my take on dedi mulyadi biarin kontroversi gitu outputnya serendah ekspektasinya jawa barat,Mon May 05 02:51:28 +0000 2025,"['my', 'take', 'on', 'dedi', 'mulyadi', 'biarin', 'kontroversi', 'gitu', 'outputnya', 'serendah', 'ekspektasinya', 'jawa', 'barat']",negatif,"[0.019754402339458466, 0.09161399304866791, 0.8886316418647766]"
g kapok figure populis kaya gin gin dah dedi mulyadi konten ketemu keluarga kelas dll bupati n anggota dpr system beliau angkat hidup objek konten,Sun May 04 17:42:50 +0000 2025,"['g', 'kapok', 'figure', 'populis', 'kaya', 'gin', 'gin', 'dah', 'dedi', 'mulyadi', 'konten', 'ketemu', 'keluarga', 'kelas', 'dll', 'bupati', 'n', 'anggota', 'dpr', 'system', 'beliau', 'angkat', 'hidup', 'objek', 'konten']",negatif,"[4.18614326918032e-05, 0.0001234972442034632, 0.9998346567153931]"
tempo bela rakyat abur fakta ubah mediatempopengkhianatbangsa pengkritiknyelekit dikontrolduit,Sun May 04 19:21:26 +0000 2025,"['tempo', 'bela', 'rakyat', 'abur', 'fakta', 'ubah', 'mediatempopengkhianatbangsa', 'pengkritiknyelekit', 'dikontrolduit']",negatif,"[5.372305167838931e-05, 0.0016990200383588672, 0.9982472658157349]"
kaji mq pagi dzulqodah amaliah dalam ustadz h mulyadi al fadhil ssosi mpd,Sun May 04 22:05:23 +0000 2025,"['kaji', 'mq', 'pagi', 'dzulqodah', 'amaliah', 'dalam', 'ustadz', 'h', 'mulyadi', 'al', 'fadhil', 'ssosi', 'mpd']",netral,"[0.00012803637946490198, 0.9996507167816162, 0.00022124940005596727]"
kila siku ni kuamka na hasira tu dedi we mbwakin williamsruto,Mon May 05 02:24:56 +0000 2025,"['kila', 'siku', 'ni', 'kuamka', 'na', 'hasira', 'tu', 'dedi', 'we', 'mbwakin', 'williamsruto']",netral,"[0.000977656920440495, 0.5615149140357971, 0.43750742077827454]"
dhokaaaaa dedi bhai yeh ladki,Sun May 04 18:47:04 +0000 2025,"['dhokaaaaa', 'dedi', 'bhai', 'yeh', 'ladki']",netral,"[0.0002441007090965286, 0.9995867609977722, 0.0001690300996415317]"
lihat dedi mulyadi mulu jenaka,Mon May 05 01:21:50 +0000 2025,"['lihat', 'dedi', 'mulyadi', 'mulu', 'jenaka']",netral,"[0.00023142214922700077, 0.9995512366294861, 0.00021739042131230235]"
dedi mulyadi lihat langsung anakanak barak susah tidur bangun suruh,Mon May 05 01:58:24 +0000 2025,"['dedi', 'mulyadi', 'lihat', 'langsung', 'anakanak', 'barak', 'susah', 'tidur', 'bangun', 'suruh']",netral,"[0.0001216335513163358, 0.9996339082717896, 0.00024436169769614935]"
viral nih siswi sd ciranjang bagi surat dedi mulyadi curhat sekolah kontra ruang kelas bergeloracom,Sun May 04 23:30:37 +0000 2025,"['viral', 'nih', 'siswi', 'sd', 'ciranjang', 'bagi', 'surat', 'dedi', 'mulyadi', 'curhat', 'sekolah', 'kontra', 'ruang', 'kelas', 'bergeloracom']",netral,"[0.0001053837186191231, 0.9995827078819275, 0.0003119395696558058]"
daftar kritik wacana dedi mulyadi jadi vasektomi syarat bansos respons gubernur jawa barat vasektomi gubernurjabar dedimulyadi bansos tribunkaltim,Mon May 05 01:49:41 +0000 2025,"['daftar', 'kritik', 'wacana', 'dedi', 'mulyadi', 'jadi', 'vasektomi', 'syarat', 'bansos', 'respons', 'gubernur', 'jawa', 'barat', 'vasektomi', 'gubernurjabar', 'dedimulyadi', 'bansos', 'tribunkaltim']",netral,"[0.0004741651937365532, 0.9994267225265503, 9.911166853271425e-05]"
viral gubernur konten dedi mulyadi gagas solusi lapang kerja kaltim,Mon May 05 01:30:47 +0000 2025,"['viral', 'gubernur', 'konten', 'dedi', 'mulyadi', 'gagas', 'solusi', 'lapang', 'kerja', 'kaltim']",netral,"[0.00011475092469481751, 0.9996525049209595, 0.00023268652148544788]"
poinpoin surat edar dedi mulyadi disdikkemenag jawa barat,Mon May 05 01:46:24 +0000 2025,"['poinpoin', 'surat', 'edar', 'dedi', 'mulyadi', 'disdikkemenag', 'jawa', 'barat']",netral,"[0.00010860381735255942, 0.9997194409370422, 0.00017201992159243673]"
banten amp jawa barat nyala kyai imaduddin al bantani gubernur dedy mulyadi,Mon May 05 00:27:03 +0000 2025,"['banten', 'amp', 'jawa', 'barat', 'nyala', 'kyai', 'imaduddin', 'al', 'bantani', 'gubernur', 'dedy', 'mulyadi']",netral,"[0.0001771914685377851, 0.9996531009674072, 0.00016964241513051093]"
keren ngetrend nih acara pisah sekolah izin puji dedi mulyadi bergeloracom,Sun May 04 23:37:10 +0000 2025,"['keren', 'ngetrend', 'nih', 'acara', 'pisah', 'sekolah', 'izin', 'puji', 'dedi', 'mulyadi', 'bergeloracom']",positif,"[0.9983933568000793, 0.0010994194308295846, 0.0005072841886430979]"
warga x kang dedi mulyadi paket komplit jago blusukan tampil kamera matang intelektual jago debat lancar bikin drama masuk bursa video rem anjing,Sun May 04 14:58:52 +0000 2025,"['warga', 'x', 'kang', 'dedi', 'mulyadi', 'paket', 'komplit', 'jago', 'blusukan', 'tampil', 'kamera', 'matang', 'intelektual', 'jago', 'debat', 'lancar', 'bikin', 'drama', 'masuk', 'bursa', 'video', 'rem', 'anjing']",negatif,"[0.020148716866970062, 0.2377016693353653, 0.7421496510505676]"
kang dedi mulyadi heavenly ever after minggu nangisin jjajang,Sun May 04 18:26:24 +0000 2025,"['kang', 'dedi', 'mulyadi', 'heavenly', 'ever', 'after', 'minggu', 'nangisin', 'jjajang']",netral,"[0.07162173837423325, 0.9267897009849548, 0.0015886393375694752]"
kang dedi mulyadi harap tokoh second lead tibatiba muncul drama guys inget hosplay dokter bae junhui diship andrea abis langsung karam,Sun May 04 17:06:48 +0000 2025,"['kang', 'dedi', 'mulyadi', 'harap', 'tokoh', 'second', 'lead', 'tibatiba', 'muncul', 'drama', 'guys', 'inget', 'hosplay', 'dokter', 'bae', 'junhui', 'diship', 'andrea', 'abis', 'langsung', 'karam']",negatif,"[0.00029481336241587996, 0.004793974105268717, 0.994911253452301]"
tunggu kang dedi mulyadi ajar nayib bukele,Sun May 04 18:03:34 +0000 2025,"['tunggu', 'kang', 'dedi', 'mulyadi', 'ajar', 'nayib', 'bukele']",netral,"[0.00017997859686147422, 0.9995885491371155, 0.00023154536029323936]"
a b c d e konten follow a si a gubernur konten rejekinya kang dedi mulyadi algoritmanya bantu haterss,Sun May 04 15:28:32 +0000 2025,"['a', 'b', 'c', 'd', 'e', 'konten', 'follow', 'a', 'si', 'a', 'gubernur', 'konten', 'rejekinya', 'kang', 'dedi', 'mulyadi', 'algoritmanya', 'bantu', 'haterss']",netral,"[0.00011139530397485942, 0.9996235370635986, 0.0002650023379828781]"
islam perintah pilih pimpin muslim pimpin bebas nilai contoh dedi keluar bijak vasektomi agama islam haram pimpin faham ttg nilai islam bijak,Sun May 04 22:16:53 +0000 2025,"['islam', 'perintah', 'pilih', 'pimpin', 'muslim', 'pimpin', 'bebas', 'nilai', 'contoh', 'dedi', 'keluar', 'bijak', 'vasektomi', 'agama', 'islam', 'haram', 'pimpin', 'faham', 'ttg', 'nilai', 'islam', 'bijak']",negatif,"[0.002912163035944104, 0.11227136105298996, 0.8848164677619934]"
dedi mulyadi si lu stop urus kelamin org bjir,Sun May 04 15:19:52 +0000 2025,"['dedi', 'mulyadi', 'si', 'lu', 'stop', 'urus', 'kelamin', 'org', 'bjir']",negatif,"[5.2274215704528615e-05, 0.0051625799387693405, 0.9947851300239563]"
mui haram vasektomi dedi mulyadi kb jalan gubernur jawa barat dedi mulyadi tanggap kait polemik fatwa majelis ulama indonesia mui haram vasektomi metode kontrasepsi,Sun May 04 18:30:39 +0000 2025,"['mui', 'haram', 'vasektomi', 'dedi', 'mulyadi', 'kb', 'jalan', 'gubernur', 'jawa', 'barat', 'dedi', 'mulyadi', 'tanggap', 'kait', 'polemik', 'fatwa', 'majelis', 'ulama', 'indonesia', 'mui', 'haram', 'vasektomi', 'metode', 'kontrasepsi']",netral,"[0.0001439821789972484, 0.9992691874504089, 0.0005867555155418813]"
yah inimah kriteria mulyadi,Sun May 04 15:21:50 +0000 2025,"['yah', 'inimah', 'kriteria', 'mulyadi']",netral,"[0.04590311273932457, 0.9527507424354553, 0.0013462378410622478]"
kang dedi mulyadi momok takut anak jaman an takut culi anak,Mon May 05 00:20:25 +0000 2025,"['kang', 'dedi', 'mulyadi', 'momok', 'takut', 'anak', 'jaman', 'an', 'takut', 'culi', 'anak']",negatif,"[7.103399548213929e-05, 0.017094044014811516, 0.9828349351882935]"
dedi mulyadi says children addicted to osaki shotaro enter military barracks gass sih anying,Sun May 04 15:34:49 +0000 2025,"['dedi', 'mulyadi', 'says', 'children', 'addicted', 'to', 'osaki', 'shotaro', 'enter', 'military', 'barracks', 'gass', 'sih', 'anying']",netral,"[0.00013484018563758582, 0.9994646906852722, 0.0004004528163932264]"
bangsat gara gara dedi mulyadi gue antem bokap ancem masukin barak ajg maksud,Sun May 04 16:55:57 +0000 2025,"['bangsat', 'gara', 'gara', 'dedi', 'mulyadi', 'gue', 'antem', 'bokap', 'ancem', 'masukin', 'barak', 'ajg', 'maksud']",negatif,"[2.8665450372500345e-05, 0.00015070299559738487, 0.9998206496238708]"
dina alam nya choreo ng boy with luv hahahah what if sayawin nya diba kakaimontinolaa check out kais video tiktok,Sun May 04 15:12:22 +0000 2025,"['dina', 'alam', 'nya', 'choreo', 'ng', 'boy', 'with', 'luv', 'hahahah', 'what', 'if', 'sayawin', 'nya', 'diba', 'kakaimontinolaa', 'check', 'out', 'kais', 'video', 'tiktok']",netral,"[0.0001712277007754892, 0.9995934367179871, 0.0002353992749704048]"
negara antah antah cari kompetensi cari kapasitas kelas dedi mulyadi mana bawa kamera mana konten ngamuk ngamuk elu elu coba bedah bijak nya gaada poin,Sun May 04 13:09:02 +0000 2025,"['negara', 'antah', 'antah', 'cari', 'kompetensi', 'cari', 'kapasitas', 'kelas', 'dedi', 'mulyadi', 'mana', 'bawa', 'kamera', 'mana', 'konten', 'ngamuk', 'ngamuk', 'elu', 'elu', 'coba', 'bedah', 'bijak', 'nya', 'gaada', 'poin']",negatif,"[0.00010652089258655906, 0.017507562413811684, 0.9823859333992004]"
polemik wacana vasektomi sentil dedi mulyadi ingat haram ham,Mon May 05 00:49:37 +0000 2025,"['polemik', 'wacana', 'vasektomi', 'sentil', 'dedi', 'mulyadi', 'ingat', 'haram', 'ham']",netral,"[0.00011831930169137195, 0.9997445940971375, 0.00013702744035981596]"
aktualisasi pancasila dlm buat pancasila omong tulis kang dedi mulyadi kuli ngaduk kerja bhaktigotong royong masyarakat pagar sekolah dasar dedimulyadi kang dedi mulyadi gubernurjawabarat jawabaratistimewa,Sun May 04 16:24:35 +0000 2025,"['aktualisasi', 'pancasila', 'dlm', 'buat', 'pancasila', 'omong', 'tulis', 'kang', 'dedi', 'mulyadi', 'kuli', 'ngaduk', 'kerja', 'bhaktigotong', 'royong', 'masyarakat', 'pagar', 'sekolah', 'dasar', 'dedimulyadi', 'kang', 'dedi', 'mulyadi', 'gubernurjawabarat', 'jawabaratistimewa']",netral,"[0.11222885549068451, 0.884717583656311, 0.0030535331461578608]"
mensos saifullah yusuf dedi mulyadi vasektomi syarat bansos maksa,Sun May 04 21:30:00 +0000 2025,"['mensos', 'saifullah', 'yusuf', 'dedi', 'mulyadi', 'vasektomi', 'syarat', 'bansos', 'maksa']",netral,"[0.00012644039816223085, 0.9996576309204102, 0.00021592190023511648]"
dik baring tiarap dedi nk hempap n fuck lpastu pon tusuk slowly then ttber dedi im cumming seriously dedi br je masuk batang xdayung ni biar batang rendam dlu utk dayung lpastu certot,Sun May 04 23:43:00 +0000 2025,"['dik', 'baring', 'tiarap', 'dedi', 'nk', 'hempap', 'n', 'fuck', 'lpastu', 'pon', 'tusuk', 'slowly', 'then', 'ttber', 'dedi', 'im', 'cumming', 'seriously', 'dedi', 'br', 'je', 'masuk', 'batang', 'xdayung', 'ni', 'biar', 'batang', 'rendam', 'dlu', 'utk', 'dayung', 'lpastu', 'certot']",netral,"[0.004502450115978718, 0.9503450393676758, 0.04515254870057106]"
viral video emakemak kapolri tangkap dedi mulyadi bijak bawa murid barak dedimulyadi kapolri gubernurjabar,Mon May 05 00:16:13 +0000 2025,"['viral', 'video', 'emakemak', 'kapolri', 'tangkap', 'dedi', 'mulyadi', 'bijak', 'bawa', 'murid', 'barak', 'dedimulyadi', 'kapolri', 'gubernurjabar']",netral,"[0.00022046886442694813, 0.9996490478515625, 0.00013047158427070826]"
aaj dedi adiala mey,Sun May 04 18:47:53 +0000 2025,"['aaj', 'dedi', 'adiala', 'mey']",netral,"[0.005831925198435783, 0.9938303828239441, 0.00033782332320697606]"
resident playbook kang dedi mulyadi tuh cemburu ya dowon tolong denial dorong maju nih,Sun May 04 13:57:48 +0000 2025,"['resident', 'playbook', 'kang', 'dedi', 'mulyadi', 'tuh', 'cemburu', 'ya', 'dowon', 'tolong', 'denial', 'dorong', 'maju', 'nih']",negatif,"[3.930726961698383e-05, 0.00011137255205539986, 0.9998493194580078]"
kang dedi mulyadi kenalin nih hwang yongshik bucin alay jamet kabupaten sayang sender,Sun May 04 13:36:26 +0000 2025,"['kang', 'dedi', 'mulyadi', 'kenalin', 'nih', 'hwang', 'yongshik', 'bucin', 'alay', 'jamet', 'kabupaten', 'sayang', 'sender']",netral,"[0.006179322022944689, 0.9935797452926636, 0.000240864566876553]"
muka dedi mulyadi responsif eksploitasi eks main sirkus taman safari mediasi langsung telaah bijak simpan serius aspek adil lindung hak korban evaluasi,Sun May 04 09:32:22 +0000 2025,"['muka', 'dedi', 'mulyadi', 'responsif', 'eksploitasi', 'eks', 'main', 'sirkus', 'taman', 'safari', 'mediasi', 'langsung', 'telaah', 'bijak', 'simpan', 'serius', 'aspek', 'adil', 'lindung', 'hak', 'korban', 'evaluasi']",netral,"[0.00024821527767926455, 0.9992307424545288, 0.0005210016970522702]"
syrax jokowi solo ya aktif blusukan iring posisi exposure gede sorot didapet gede beda media massa emg genit jokowi kang dedi mulyadi main engagement sosial media,Sun May 04 11:01:07 +0000 2025,"['syrax', 'jokowi', 'solo', 'ya', 'aktif', 'blusukan', 'iring', 'posisi', 'exposure', 'gede', 'sorot', 'didapet', 'gede', 'beda', 'media', 'massa', 'emg', 'genit', 'jokowi', 'kang', 'dedi', 'mulyadi', 'main', 'engagement', 'sosial', 'media']",netral,"[0.0027579315938055515, 0.996021568775177, 0.0012204574886709452]"
kang dedi mulyadi resident playbook gana asa malem udah pindah haluan,Sun May 04 14:10:40 +0000 2025,"['kang', 'dedi', 'mulyadi', 'resident', 'playbook', 'gana', 'asa', 'malem', 'udah', 'pindah', 'haluan']",netral,"[0.0002365110703976825, 0.9353869557380676, 0.06437654793262482]"
ugarte sibuk mulu dedi mulyadi,Sun May 04 13:35:28 +0000 2025,"['ugarte', 'sibuk', 'mulu', 'dedi', 'mulyadi']",negatif,"[0.0001112451936933212, 0.007900422438979149, 0.9919883012771606]"
kang dedi mulyadi for sekjen pbb,Sun May 04 12:09:30 +0000 2025,"['kang', 'dedi', 'mulyadi', 'for', 'sekjen', 'pbb']",netral,"[0.0013236876111477613, 0.9984474778175354, 0.00022888016246724874]"
dear kang dedi teman nama ipan anggi masuk barak,Sun May 04 13:06:09 +0000 2025,"['dear', 'kang', 'dedi', 'teman', 'nama', 'ipan', 'anggi', 'masuk', 'barak']",netral,"[0.00010015739826485515, 0.9996217489242554, 0.00027807150036096573]"
resmi lapang ssb citra remaja buka liga bintang anak nusantara lban moga wadah lahir bibitbibit unggul sepak bola kota depok penjuru nusantara disporadepok supiansuri walikota depok kang dedi mulyadi ss,Sun May 04 12:08:16 +0000 2025,"['resmi', 'lapang', 'ssb', 'citra', 'remaja', 'buka', 'liga', 'bintang', 'anak', 'nusantara', 'lban', 'moga', 'wadah', 'lahir', 'bibitbibit', 'unggul', 'sepak', 'bola', 'kota', 'depok', 'penjuru', 'nusantara', 'disporadepok', 'supiansuri', 'walikota', 'depok', 'kang', 'dedi', 'mulyadi', 'ss']",netral,"[0.07378898561000824, 0.9253619909286499, 0.0008491201442666352]"
efek gebrak dedi mulyadi kirim siswa nakal barak militer sulit tidur bangun pagi,Sun May 04 14:02:41 +0000 2025,"['efek', 'gebrak', 'dedi', 'mulyadi', 'kirim', 'siswa', 'nakal', 'barak', 'militer', 'sulit', 'tidur', 'bangun', 'pagi']",netral,"[9.162676724372432e-05, 0.9995915293693542, 0.0003167969698552042]"
lihat emyu mending lihat youtube dedi mulyadi,Sun May 04 14:42:13 +0000 2025,"['lihat', 'emyu', 'mending', 'lihat', 'youtube', 'dedi', 'mulyadi']",netral,"[0.00010346739873057231, 0.9996217489242554, 0.00027474225498735905]"
kangamin oposisixx reggy andria tempodotco periksa klaim artikel sebut dedi mulyadi tangkap kritik jokowi bukti artikel situs resmi sumber percaya cari dedi mulyadi fokus,Sun May 04 14:10:29 +0000 2025,"['kangamin', 'oposisixx', 'reggy', 'andria', 'tempodotco', 'periksa', 'klaim', 'artikel', 'sebut', 'dedi', 'mulyadi', 'tangkap', 'kritik', 'jokowi', 'bukti', 'artikel', 'situs', 'resmi', 'sumber', 'percaya', 'cari', 'dedi', 'mulyadi', 'fokus']",netral,"[0.00047123164404183626, 0.9991599321365356, 0.0003688367723952979]"
garagara susah atur anak dikerjain orang tua ancam bawa barak tni salah program resmi luncur gubernur jawa barat dedi mulyadi program anakanak,Sun May 04 14:25:22 +0000 2025,"['garagara', 'susah', 'atur', 'anak', 'dikerjain', 'orang', 'tua', 'ancam', 'bawa', 'barak', 'tni', 'salah', 'program', 'resmi', 'luncur', 'gubernur', 'jawa', 'barat', 'dedi', 'mulyadi', 'program', 'anakanak']",negatif,"[0.0004955531912855804, 0.2797020375728607, 0.7198024392127991]"
kontroversi usul dedi mulyadi jadi vasektomi syarat terima bansos mensos cerna ulang,Sun May 04 15:34:38 +0000 2025,"['kontroversi', 'usul', 'dedi', 'mulyadi', 'jadi', 'vasektomi', 'syarat', 'terima', 'bansos', 'mensos', 'cerna', 'ulang']",netral,"[0.00012153114948887378, 0.9997567534446716, 0.00012171348498668522]"
tweet lu nyerang dedi mulyadi sen senogp asa baca reply dikit udah ilang,Sun May 04 12:59:34 +0000 2025,"['tweet', 'lu', 'nyerang', 'dedi', 'mulyadi', 'sen', 'senogp', 'asa', 'baca', 'reply', 'dikit', 'udah', 'ilang']",negatif,"[2.802908784360625e-05, 0.0005253134877420962, 0.99944669008255]"
serbaserbi barak militer anak masalah ala gubernur jawa barat dedi mulyadi,Sun May 04 14:53:00 +0000 2025,"['serbaserbi', 'barak', 'militer', 'anak', 'masalah', 'ala', 'gubernur', 'jawa', 'barat', 'dedi', 'mulyadi']",netral,"[0.0002782364026643336, 0.9901279807090759, 0.009593798778951168]"
gatot nurmantyo bela dedi mulyadi pakai otak hercules gubernur pilih rakyat grib,Sun May 04 10:15:00 +0000 2025,"['gatot', 'nurmantyo', 'bela', 'dedi', 'mulyadi', 'pakai', 'otak', 'hercules', 'gubernur', 'pilih', 'rakyat', 'grib']",netral,"[0.00012036516272928566, 0.9997255206108093, 0.00015414669178426266]"
gubernur dedi mulyadi siswa sd smp jawa barat bawa hp motor,Sun May 04 10:45:00 +0000 2025,"['gubernur', 'dedi', 'mulyadi', 'siswa', 'sd', 'smp', 'jawa', 'barat', 'bawa', 'hp', 'motor']",netral,"[0.00010914223821600899, 0.9996628761291504, 0.00022791753872297704]"
maaf bikin jabat sengsara gubernur jawa barat urus angka dedi mulyadi ah nu mah dibere kejo weh jeung deungeunna,Sun May 04 13:11:11 +0000 2025,"['maaf', 'bikin', 'jabat', 'sengsara', 'gubernur', 'jawa', 'barat', 'urus', 'angka', 'dedi', 'mulyadi', 'ah', 'nu', 'mah', 'dibere', 'kejo', 'weh', 'jeung', 'deungeunna']",netral,"[0.00012436402903404087, 0.9910865426063538, 0.008789030835032463]"
kiper kudu pake sarung besok kali main,Sun May 04 14:54:31 +0000 2025,"['kiper', 'kudu', 'pake', 'sarung', 'besok', 'kali', 'main']",netral,"[0.00010927188850473613, 0.9967136383056641, 0.003177032107487321]"
kang dedi mulyadi kayak drakor teen era ya habis bikin gagal teen era love your enemy,Sun May 04 13:19:39 +0000 2025,"['kang', 'dedi', 'mulyadi', 'kayak', 'drakor', 'teen', 'era', 'ya', 'habis', 'bikin', 'gagal', 'teen', 'era', 'love', 'your', 'enemy']",negatif,"[3.830135756288655e-05, 0.00018043251475319266, 0.9997813105583191]"
kang dedi mulyadi resident playbook mon maap nih sender gregetan gu dowon dowon lu maju panggil bantu profesor lee ik jun nihhh,Sun May 04 13:14:06 +0000 2025,"['kang', 'dedi', 'mulyadi', 'resident', 'playbook', 'mon', 'maap', 'nih', 'sender', 'gregetan', 'gu', 'dowon', 'dowon', 'lu', 'maju', 'panggil', 'bantu', 'profesor', 'lee', 'ik', 'jun', 'nihhh']",netral,"[0.0001611010666238144, 0.9853624105453491, 0.014476590789854527]"
loe tau dedi parjo n parcok gay,Sun May 04 10:47:23 +0000 2025,"['loe', 'tau', 'dedi', 'parjo', 'n', 'parcok', 'gay']",negatif,"[3.198685953975655e-05, 0.00040095398435369134, 0.9995670914649963]"
dedi dedi coba program minimal research procons nya dah lo bicara khalayak media did you expect that theyll change mimpi kali,Sun May 04 11:32:35 +0000 2025,"['dedi', 'dedi', 'coba', 'program', 'minimal', 'research', 'procons', 'nya', 'dah', 'lo', 'bicara', 'khalayak', 'media', 'did', 'you', 'expect', 'that', 'theyll', 'change', 'mimpi', 'kali']",netral,"[9.494111145613715e-05, 0.9996501207351685, 0.00025487135280855]"
jokowi still relevant pk nasdm impostor demkrat cari peluang banteng diri teguh ri anomali gabung calon si anomali keep it the fame boro gibran kang dedi mulyadi,Sun May 04 11:00:34 +0000 2025,"['jokowi', 'still', 'relevant', 'pk', 'nasdm', 'impostor', 'demkrat', 'cari', 'peluang', 'banteng', 'diri', 'teguh', 'ri', 'anomali', 'gabung', 'calon', 'si', 'anomali', 'keep', 'it', 'the', 'fame', 'boro', 'gibran', 'kang', 'dedi', 'mulyadi']",netral,"[0.04140044376254082, 0.8677293062210083, 0.09087030589580536]"
nyapres anies bikin konten kang dedi mulyadi,Sun May 04 10:07:05 +0000 2025,"['nyapres', 'anies', 'bikin', 'konten', 'kang', 'dedi', 'mulyadi']",netral,"[0.00021225426462478936, 0.9996718168258667, 0.00011589639325393364]"
